Id;Produto;DescProduto;Cor;DescCor;Tamanhho;DescTamanho
105732.0001.7;105732;CONJUNTO MASC.;1;BRANCO;7;3
105732.6651.1;105732;CONJUNTO MASC.;6651;AZUL PORCELANA 18-4039;1;P
105732.6651.2;105732;CONJUNTO MASC.;6651;AZUL PORCELANA 18-4039;2;M
105732.6651.3;105732;CONJUNTO MASC.;6651;AZUL PORCELANA 18-4039;3;G
105732.6651.4;105732;CONJUNTO MASC.;6651;AZUL PORCELANA 18-4039;4;GG
105732.6651.5;105732;CONJUNTO MASC.;6651;AZUL PORCELANA 18-4039;5;1
105732.6651.6;105732;CONJUNTO MASC.;6651;AZUL PORCELANA 18-4039;6;2
105732.6651.7;105732;CONJUNTO MASC.;6651;AZUL PORCELANA 18-4039;7;3
105732.7125.1;105732;CONJUNTO MASC.;7125;VERDE JADE (17-5126);1;P
105732.7125.2;105732;CONJUNTO MASC.;7125;VERDE JADE (17-5126);2;M
105732.7125.3;105732;CONJUNTO MASC.;7125;VERDE JADE (17-5126);3;G
105732.7125.4;105732;CONJUNTO MASC.;7125;VERDE JADE (17-5126);4;GG
105732.7125.5;105732;CONJUNTO MASC.;7125;VERDE JADE (17-5126);5;1
105732.7125.6;105732;CONJUNTO MASC.;7125;VERDE JADE (17-5126);6;2
105732.7125.7;105732;CONJUNTO MASC.;7125;VERDE JADE (17-5126);7;3
702785.UNICA.1;702785;KIT CUECAS (TRADICIONAL);UNICA;COR UNICA;1;12A24 M
702785.UNICA.2;702785;KIT CUECAS (TRADICIONAL);UNICA;COR UNICA;2;3A4 A
702785.UNICA.3;702785;KIT CUECAS (TRADICIONAL);UNICA;COR UNICA;3;6A8 A
702785.UNICA.4;702785;KIT CUECAS (TRADICIONAL);UNICA;COR UNICA;4;10A12 A
702785.UNICA.5;702785;KIT CUECAS (TRADICIONAL);UNICA;COR UNICA;5;14A16 A
105816.0020.1;105816;CAMISETA MASC.;20;MESCLA;1;4
105816.0020.2;105816;CAMISETA MASC.;20;MESCLA;2;6
105816.0020.3;105816;CAMISETA MASC.;20;MESCLA;3;8
105816.0020.4;105816;CAMISETA MASC.;20;MESCLA;4;10
105816.0020.5;105816;CAMISETA MASC.;20;MESCLA;5;12
105816.0020.6;105816;CAMISETA MASC.;20;MESCLA;6;14
105816.0020.7;105816;CAMISETA MASC.;20;MESCLA;7;16
105816.1186.1;105816;CAMISETA MASC.;1186;TURQUESA  18-4535 KYLY;1;4
105816.1186.2;105816;CAMISETA MASC.;1186;TURQUESA  18-4535 KYLY;2;6
105816.1186.3;105816;CAMISETA MASC.;1186;TURQUESA  18-4535 KYLY;3;8
105816.1186.4;105816;CAMISETA MASC.;1186;TURQUESA  18-4535 KYLY;4;10
105816.1186.5;105816;CAMISETA MASC.;1186;TURQUESA  18-4535 KYLY;5;12
105816.1186.6;105816;CAMISETA MASC.;1186;TURQUESA  18-4535 KYLY;6;14
105816.1186.7;105816;CAMISETA MASC.;1186;TURQUESA  18-4535 KYLY;7;16
105816.4372.1;105816;CAMISETA MASC.;4372;VERMELHO;1;4
105816.4372.2;105816;CAMISETA MASC.;4372;VERMELHO;2;6
105816.4372.3;105816;CAMISETA MASC.;4372;VERMELHO;3;8
105816.4372.4;105816;CAMISETA MASC.;4372;VERMELHO;4;10
105816.4372.5;105816;CAMISETA MASC.;4372;VERMELHO;5;12
105816.4372.6;105816;CAMISETA MASC.;4372;VERMELHO;6;14
105816.4372.7;105816;CAMISETA MASC.;4372;VERMELHO;7;16
105700.0001.1;105700;BLUSA FEM.;1;BRANCO;1;P
105700.0001.2;105700;BLUSA FEM.;1;BRANCO;2;M
105700.0001.3;105700;BLUSA FEM.;1;BRANCO;3;G
105700.0001.4;105700;BLUSA FEM.;1;BRANCO;4;GG
105700.0001.5;105700;BLUSA FEM.;1;BRANCO;5;1
105700.0001.6;105700;BLUSA FEM.;1;BRANCO;6;2
105700.0001.7;105700;BLUSA FEM.;1;BRANCO;7;3
105700.4038.1;105700;BLUSA FEM.;4038;ROSA ESCURO;1;P
105700.4038.2;105700;BLUSA FEM.;4038;ROSA ESCURO;2;M
105700.4038.3;105700;BLUSA FEM.;4038;ROSA ESCURO;3;G
105700.4038.4;105700;BLUSA FEM.;4038;ROSA ESCURO;4;GG
105700.4038.5;105700;BLUSA FEM.;4038;ROSA ESCURO;5;1
105700.4038.6;105700;BLUSA FEM.;4038;ROSA ESCURO;6;2
105700.4038.7;105700;BLUSA FEM.;4038;ROSA ESCURO;7;3
105700.5449.1;105700;BLUSA FEM.;5449;LILAC 15-3507;1;P
105700.5449.2;105700;BLUSA FEM.;5449;LILAC 15-3507;2;M
105700.5449.3;105700;BLUSA FEM.;5449;LILAC 15-3507;3;G
105700.5449.4;105700;BLUSA FEM.;5449;LILAC 15-3507;4;GG
105700.5449.5;105700;BLUSA FEM.;5449;LILAC 15-3507;5;1
105700.5449.6;105700;BLUSA FEM.;5449;LILAC 15-3507;6;2
105700.5449.7;105700;BLUSA FEM.;5449;LILAC 15-3507;7;3
105819.0001.1;105819;CAMISETA MASC.;1;BRANCO;1;4
105819.0001.2;105819;CAMISETA MASC.;1;BRANCO;2;6
105819.0001.3;105819;CAMISETA MASC.;1;BRANCO;3;8
105819.0001.4;105819;CAMISETA MASC.;1;BRANCO;4;10
105819.0001.5;105819;CAMISETA MASC.;1;BRANCO;5;12
105819.0001.6;105819;CAMISETA MASC.;1;BRANCO;6;14
105819.0001.7;105819;CAMISETA MASC.;1;BRANCO;7;16
105819.6101.1;105819;CAMISETA MASC.;6101;MARINHO 19-4025;1;4
105819.6101.2;105819;CAMISETA MASC.;6101;MARINHO 19-4025;2;6
105819.6101.3;105819;CAMISETA MASC.;6101;MARINHO 19-4025;3;8
105819.6101.4;105819;CAMISETA MASC.;6101;MARINHO 19-4025;4;10
105819.6101.5;105819;CAMISETA MASC.;6101;MARINHO 19-4025;5;12
105819.6101.6;105819;CAMISETA MASC.;6101;MARINHO 19-4025;6;14
105819.6101.7;105819;CAMISETA MASC.;6101;MARINHO 19-4025;7;16
105819.7880.1;105819;CAMISETA MASC.;7880;VERDE 18-5424 KYLY;1;4
105819.7880.2;105819;CAMISETA MASC.;7880;VERDE 18-5424 KYLY;2;6
105819.7880.3;105819;CAMISETA MASC.;7880;VERDE 18-5424 KYLY;3;8
105819.7880.4;105819;CAMISETA MASC.;7880;VERDE 18-5424 KYLY;4;10
105819.7880.5;105819;CAMISETA MASC.;7880;VERDE 18-5424 KYLY;5;12
105819.7880.6;105819;CAMISETA MASC.;7880;VERDE 18-5424 KYLY;6;14
105819.7880.7;105819;CAMISETA MASC.;7880;VERDE 18-5424 KYLY;7;16
105795.4840.1;105795;VESTIDO;4840;ORQUIDEA 19-2434;1;4
105795.4840.2;105795;VESTIDO;4840;ORQUIDEA 19-2434;2;6
105795.4840.3;105795;VESTIDO;4840;ORQUIDEA 19-2434;3;8
105795.4840.4;105795;VESTIDO;4840;ORQUIDEA 19-2434;4;10
105795.4840.5;105795;VESTIDO;4840;ORQUIDEA 19-2434;5;12
105795.4840.6;105795;VESTIDO;4840;ORQUIDEA 19-2434;6;14
105795.4840.7;105795;VESTIDO;4840;ORQUIDEA 19-2434;7;16
105795.5449.1;105795;VESTIDO;5449;LILAC 15-3507;1;4
105795.5449.2;105795;VESTIDO;5449;LILAC 15-3507;2;6
105795.5449.3;105795;VESTIDO;5449;LILAC 15-3507;3;8
105795.5449.4;105795;VESTIDO;5449;LILAC 15-3507;4;10
105795.5449.5;105795;VESTIDO;5449;LILAC 15-3507;5;12
105795.5449.6;105795;VESTIDO;5449;LILAC 15-3507;6;14
105795.5449.7;105795;VESTIDO;5449;LILAC 15-3507;7;16
105795.6101.1;105795;VESTIDO;6101;MARINHO 19-4025;1;4
105795.6101.2;105795;VESTIDO;6101;MARINHO 19-4025;2;6
105795.6101.3;105795;VESTIDO;6101;MARINHO 19-4025;3;8
105795.6101.4;105795;VESTIDO;6101;MARINHO 19-4025;4;10
105795.6101.5;105795;VESTIDO;6101;MARINHO 19-4025;5;12
105795.6101.6;105795;VESTIDO;6101;MARINHO 19-4025;6;14
105795.6101.7;105795;VESTIDO;6101;MARINHO 19-4025;7;16
105726.4372.1;105726;CAMISETA MASC.;4372;VERMELHO;1;P
105726.4372.2;105726;CAMISETA MASC.;4372;VERMELHO;2;M
105726.4372.3;105726;CAMISETA MASC.;4372;VERMELHO;3;G
105726.4372.4;105726;CAMISETA MASC.;4372;VERMELHO;4;GG
105726.4372.5;105726;CAMISETA MASC.;4372;VERMELHO;5;1
105726.4372.6;105726;CAMISETA MASC.;4372;VERMELHO;6;2
105726.4372.7;105726;CAMISETA MASC.;4372;VERMELHO;7;3
105726.6101.1;105726;CAMISETA MASC.;6101;MARINHO 19-4025;1;P
105726.6101.2;105726;CAMISETA MASC.;6101;MARINHO 19-4025;2;M
105726.6101.3;105726;CAMISETA MASC.;6101;MARINHO 19-4025;3;G
105726.6101.4;105726;CAMISETA MASC.;6101;MARINHO 19-4025;4;GG
105726.6101.5;105726;CAMISETA MASC.;6101;MARINHO 19-4025;5;1
105726.6101.6;105726;CAMISETA MASC.;6101;MARINHO 19-4025;6;2
105726.6101.7;105726;CAMISETA MASC.;6101;MARINHO 19-4025;7;3
105726.7930.1;105726;CAMISETA MASC.;7930;VERDE MAÇA 14-0425 KYLY;1;P
105726.7930.2;105726;CAMISETA MASC.;7930;VERDE MAÇA 14-0425 KYLY;2;M
105726.7930.3;105726;CAMISETA MASC.;7930;VERDE MAÇA 14-0425 KYLY;3;G
105726.7930.4;105726;CAMISETA MASC.;7930;VERDE MAÇA 14-0425 KYLY;4;GG
105726.7930.5;105726;CAMISETA MASC.;7930;VERDE MAÇA 14-0425 KYLY;5;1
105726.7930.6;105726;CAMISETA MASC.;7930;VERDE MAÇA 14-0425 KYLY;6;2
105726.7930.7;105726;CAMISETA MASC.;7930;VERDE MAÇA 14-0425 KYLY;7;3
105785.0001.1;105785;REGATA FEM.;1;BRANCO;1;4
105785.0001.2;105785;REGATA FEM.;1;BRANCO;2;6
105785.0001.3;105785;REGATA FEM.;1;BRANCO;3;8
105785.0001.4;105785;REGATA FEM.;1;BRANCO;4;10
105785.0001.5;105785;REGATA FEM.;1;BRANCO;5;12
105785.0001.6;105785;REGATA FEM.;1;BRANCO;6;14
105785.0001.7;105785;REGATA FEM.;1;BRANCO;7;16
105785.0020.1;105785;REGATA FEM.;20;MESCLA;1;4
105785.0020.2;105785;REGATA FEM.;20;MESCLA;2;6
105785.0020.3;105785;REGATA FEM.;20;MESCLA;3;8
105785.0020.4;105785;REGATA FEM.;20;MESCLA;4;10
105785.0020.5;105785;REGATA FEM.;20;MESCLA;5;12
105785.0020.6;105785;REGATA FEM.;20;MESCLA;6;14
105785.0020.7;105785;REGATA FEM.;20;MESCLA;7;16
105785.4038.1;105785;REGATA FEM.;4038;ROSA ESCURO;1;4
105785.4038.2;105785;REGATA FEM.;4038;ROSA ESCURO;2;6
105785.4038.3;105785;REGATA FEM.;4038;ROSA ESCURO;3;8
105785.4038.4;105785;REGATA FEM.;4038;ROSA ESCURO;4;10
105785.4038.5;105785;REGATA FEM.;4038;ROSA ESCURO;5;12
105785.4038.6;105785;REGATA FEM.;4038;ROSA ESCURO;6;14
105785.4038.7;105785;REGATA FEM.;4038;ROSA ESCURO;7;16
105702.2229.1;105702;BLUSA FEM.;2229;AMARELO;1;P
105702.2229.2;105702;BLUSA FEM.;2229;AMARELO;2;M
105702.2229.3;105702;BLUSA FEM.;2229;AMARELO;3;G
105702.2229.4;105702;BLUSA FEM.;2229;AMARELO;4;GG
105702.2229.5;105702;BLUSA FEM.;2229;AMARELO;5;1
105702.2229.6;105702;BLUSA FEM.;2229;AMARELO;6;2
105702.2229.7;105702;BLUSA FEM.;2229;AMARELO;7;3
105702.2229.8;105702;BLUSA FEM.;2229;AMARELO;8;4
105702.2229.9;105702;BLUSA FEM.;2229;AMARELO;9;6
105702.2229.10;105702;BLUSA FEM.;2229;AMARELO;10;8
105702.4840.1;105702;BLUSA FEM.;4840;ORQUIDEA 19-2434;1;P
105702.4840.2;105702;BLUSA FEM.;4840;ORQUIDEA 19-2434;2;M
105702.4840.3;105702;BLUSA FEM.;4840;ORQUIDEA 19-2434;3;G
105702.4840.4;105702;BLUSA FEM.;4840;ORQUIDEA 19-2434;4;GG
105702.4840.5;105702;BLUSA FEM.;4840;ORQUIDEA 19-2434;5;1
105702.4840.6;105702;BLUSA FEM.;4840;ORQUIDEA 19-2434;6;2
105702.4840.7;105702;BLUSA FEM.;4840;ORQUIDEA 19-2434;7;3
105702.4840.8;105702;BLUSA FEM.;4840;ORQUIDEA 19-2434;8;4
105702.4840.9;105702;BLUSA FEM.;4840;ORQUIDEA 19-2434;9;6
105702.4840.10;105702;BLUSA FEM.;4840;ORQUIDEA 19-2434;10;8
105702.6532.1;105702;BLUSA FEM.;6532;AZUL 19-4049 KYLY;1;P
105702.6532.2;105702;BLUSA FEM.;6532;AZUL 19-4049 KYLY;2;M
105702.6532.3;105702;BLUSA FEM.;6532;AZUL 19-4049 KYLY;3;G
105702.6532.4;105702;BLUSA FEM.;6532;AZUL 19-4049 KYLY;4;GG
105702.6532.5;105702;BLUSA FEM.;6532;AZUL 19-4049 KYLY;5;1
105702.6532.6;105702;BLUSA FEM.;6532;AZUL 19-4049 KYLY;6;2
105702.6532.7;105702;BLUSA FEM.;6532;AZUL 19-4049 KYLY;7;3
105702.6532.8;105702;BLUSA FEM.;6532;AZUL 19-4049 KYLY;8;4
105702.6532.9;105702;BLUSA FEM.;6532;AZUL 19-4049 KYLY;9;6
105702.6532.10;105702;BLUSA FEM.;6532;AZUL 19-4049 KYLY;10;8
105821.0001.1;105821;CAMISA MASC.;1;BRANCO;1;4
105821.0001.2;105821;CAMISA MASC.;1;BRANCO;2;6
105821.0001.3;105821;CAMISA MASC.;1;BRANCO;3;8
105821.0001.4;105821;CAMISA MASC.;1;BRANCO;4;10
105821.0001.5;105821;CAMISA MASC.;1;BRANCO;5;12
105821.0001.6;105821;CAMISA MASC.;1;BRANCO;6;14
105821.0001.7;105821;CAMISA MASC.;1;BRANCO;7;16
105821.6070.1;105821;CAMISA MASC.;6070;AZUL;1;4
105821.6070.2;105821;CAMISA MASC.;6070;AZUL;2;6
105821.6070.3;105821;CAMISA MASC.;6070;AZUL;3;8
105821.6070.4;105821;CAMISA MASC.;6070;AZUL;4;10
105821.6070.5;105821;CAMISA MASC.;6070;AZUL;5;12
105821.6070.6;105821;CAMISA MASC.;6070;AZUL;6;14
105821.6070.7;105821;CAMISA MASC.;6070;AZUL;7;16
105821.6101.1;105821;CAMISA MASC.;6101;MARINHO 19-4025;1;4
105821.6101.2;105821;CAMISA MASC.;6101;MARINHO 19-4025;2;6
105821.6101.3;105821;CAMISA MASC.;6101;MARINHO 19-4025;3;8
105821.6101.4;105821;CAMISA MASC.;6101;MARINHO 19-4025;4;10
105821.6101.5;105821;CAMISA MASC.;6101;MARINHO 19-4025;5;12
105821.6101.6;105821;CAMISA MASC.;6101;MARINHO 19-4025;6;14
105821.6101.7;105821;CAMISA MASC.;6101;MARINHO 19-4025;7;16
105730.0001.1;105730;CONJUNTO MASC.;1;BRANCO;1;P
105730.0001.2;105730;CONJUNTO MASC.;1;BRANCO;2;M
105730.0001.3;105730;CONJUNTO MASC.;1;BRANCO;3;G
105730.0001.4;105730;CONJUNTO MASC.;1;BRANCO;4;GG
105730.0001.5;105730;CONJUNTO MASC.;1;BRANCO;5;1
105730.0001.6;105730;CONJUNTO MASC.;1;BRANCO;6;2
105730.0001.7;105730;CONJUNTO MASC.;1;BRANCO;7;3
105730.4372.1;105730;CONJUNTO MASC.;4372;VERMELHO;1;P
105730.4372.2;105730;CONJUNTO MASC.;4372;VERMELHO;2;M
105730.4372.3;105730;CONJUNTO MASC.;4372;VERMELHO;3;G
105730.4372.4;105730;CONJUNTO MASC.;4372;VERMELHO;4;GG
105730.4372.5;105730;CONJUNTO MASC.;4372;VERMELHO;5;1
105730.4372.6;105730;CONJUNTO MASC.;4372;VERMELHO;6;2
105730.4372.7;105730;CONJUNTO MASC.;4372;VERMELHO;7;3
105730.6058.1;105730;CONJUNTO MASC.;6058;AZUL CLARO;1;P
105730.6058.2;105730;CONJUNTO MASC.;6058;AZUL CLARO;2;M
105730.6058.3;105730;CONJUNTO MASC.;6058;AZUL CLARO;3;G
105730.6058.4;105730;CONJUNTO MASC.;6058;AZUL CLARO;4;GG
105730.6058.5;105730;CONJUNTO MASC.;6058;AZUL CLARO;5;1
105730.6058.6;105730;CONJUNTO MASC.;6058;AZUL CLARO;6;2
105730.6058.7;105730;CONJUNTO MASC.;6058;AZUL CLARO;7;3
105856.4372.1;105856;CAMISOLA;4372;VERMELHO;1;1
105856.4372.2;105856;CAMISOLA;4372;VERMELHO;2;2
105856.4372.3;105856;CAMISOLA;4372;VERMELHO;3;3
105856.4372.4;105856;CAMISOLA;4372;VERMELHO;4;4
105856.4372.5;105856;CAMISOLA;4372;VERMELHO;5;6
105856.4372.6;105856;CAMISOLA;4372;VERMELHO;6;8
105856.5343.1;105856;CAMISOLA;5343;LILAS 15-3214 KYLY;1;1
105856.5343.2;105856;CAMISOLA;5343;LILAS 15-3214 KYLY;2;2
105856.5343.3;105856;CAMISOLA;5343;LILAS 15-3214 KYLY;3;3
105856.5343.4;105856;CAMISOLA;5343;LILAS 15-3214 KYLY;4;4
105856.5343.5;105856;CAMISOLA;5343;LILAS 15-3214 KYLY;5;6
105856.5343.6;105856;CAMISOLA;5343;LILAS 15-3214 KYLY;6;8
105868.0001.1;105868;CONJUNTO PIJAMA MASC.;1;BRANCO;1;4
105868.0001.2;105868;CONJUNTO PIJAMA MASC.;1;BRANCO;2;6
105868.0001.3;105868;CONJUNTO PIJAMA MASC.;1;BRANCO;3;8
105868.0001.4;105868;CONJUNTO PIJAMA MASC.;1;BRANCO;4;10
105868.0001.5;105868;CONJUNTO PIJAMA MASC.;1;BRANCO;5;12
105868.0001.6;105868;CONJUNTO PIJAMA MASC.;1;BRANCO;6;14
105868.0001.7;105868;CONJUNTO PIJAMA MASC.;1;BRANCO;7;16
105868.6058.1;105868;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;1;4
105868.6058.2;105868;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;2;6
105868.6058.3;105868;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;3;8
105868.6058.4;105868;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;4;10
105868.6058.5;105868;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;5;12
105868.6058.6;105868;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;6;14
105868.6058.7;105868;CONJUNTO PIJAMA MASC.;6058;AZUL CLARO;7;16
105742.3337.1;105742;BLUSA FEM.;3337;CENOURA 17-1517;1;1
105742.3337.2;105742;BLUSA FEM.;3337;CENOURA 17-1517;2;2
105742.3337.3;105742;BLUSA FEM.;3337;CENOURA 17-1517;3;3
105742.3337.4;105742;BLUSA FEM.;3337;CENOURA 17-1517;4;4
105742.3337.5;105742;BLUSA FEM.;3337;CENOURA 17-1517;5;6
105742.3337.6;105742;BLUSA FEM.;3337;CENOURA 17-1517;6;8
105742.4372.1;105742;BLUSA FEM.;4372;VERMELHO;1;1
105742.4372.2;105742;BLUSA FEM.;4372;VERMELHO;2;2
105742.4372.3;105742;BLUSA FEM.;4372;VERMELHO;3;3
105742.4372.4;105742;BLUSA FEM.;4372;VERMELHO;4;4
105742.4372.5;105742;BLUSA FEM.;4372;VERMELHO;5;6
105742.4372.6;105742;BLUSA FEM.;4372;VERMELHO;6;8
105742.5447.1;105742;BLUSA FEM.;5447;AMETISTA 19-3424;1;1
105742.5447.2;105742;BLUSA FEM.;5447;AMETISTA 19-3424;2;2
105742.5447.3;105742;BLUSA FEM.;5447;AMETISTA 19-3424;3;3
105742.5447.4;105742;BLUSA FEM.;5447;AMETISTA 19-3424;4;4
105742.5447.5;105742;BLUSA FEM.;5447;AMETISTA 19-3424;5;6
105742.5447.6;105742;BLUSA FEM.;5447;AMETISTA 19-3424;6;8
105764.0020.1;105764;CAMISETA MASC.;20;MESCLA;1;1
105764.0020.2;105764;CAMISETA MASC.;20;MESCLA;2;2
105764.0020.3;105764;CAMISETA MASC.;20;MESCLA;3;3
105764.0020.4;105764;CAMISETA MASC.;20;MESCLA;4;4
105764.0020.5;105764;CAMISETA MASC.;20;MESCLA;5;6
105764.0020.6;105764;CAMISETA MASC.;20;MESCLA;6;8
105764.6532.1;105764;CAMISETA MASC.;6532;AZUL 19-4049 KYLY;1;1
105764.6532.2;105764;CAMISETA MASC.;6532;AZUL 19-4049 KYLY;2;2
105764.6532.3;105764;CAMISETA MASC.;6532;AZUL 19-4049 KYLY;3;3
105764.6532.4;105764;CAMISETA MASC.;6532;AZUL 19-4049 KYLY;4;4
105764.6532.5;105764;CAMISETA MASC.;6532;AZUL 19-4049 KYLY;5;6
105764.6532.6;105764;CAMISETA MASC.;6532;AZUL 19-4049 KYLY;6;8
105764.7953.1;105764;CAMISETA MASC.;7953;VERDE AQUÁTICO 16-5112;1;1
105764.7953.2;105764;CAMISETA MASC.;7953;VERDE AQUÁTICO 16-5112;2;2
105764.7953.3;105764;CAMISETA MASC.;7953;VERDE AQUÁTICO 16-5112;3;3
105764.7953.4;105764;CAMISETA MASC.;7953;VERDE AQUÁTICO 16-5112;4;4
105764.7953.5;105764;CAMISETA MASC.;7953;VERDE AQUÁTICO 16-5112;5;6
105764.7953.6;105764;CAMISETA MASC.;7953;VERDE AQUÁTICO 16-5112;6;8
105826.0001.1;105826;CONJUNTO MASC.;1;BRANCO;1;4
105826.0001.2;105826;CONJUNTO MASC.;1;BRANCO;2;6
105826.0001.3;105826;CONJUNTO MASC.;1;BRANCO;3;8
105826.0001.4;105826;CONJUNTO MASC.;1;BRANCO;4;10
105826.0001.5;105826;CONJUNTO MASC.;1;BRANCO;5;12
105826.0001.6;105826;CONJUNTO MASC.;1;BRANCO;6;14
105826.0001.7;105826;CONJUNTO MASC.;1;BRANCO;7;16
105826.4372.1;105826;CONJUNTO MASC.;4372;VERMELHO;1;4
105826.4372.2;105826;CONJUNTO MASC.;4372;VERMELHO;2;6
105826.4372.3;105826;CONJUNTO MASC.;4372;VERMELHO;3;8
105826.4372.4;105826;CONJUNTO MASC.;4372;VERMELHO;4;10
105826.4372.5;105826;CONJUNTO MASC.;4372;VERMELHO;5;12
105826.4372.6;105826;CONJUNTO MASC.;4372;VERMELHO;6;14
105826.4372.7;105826;CONJUNTO MASC.;4372;VERMELHO;7;16
105826.7880.1;105826;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;1;4
105826.7880.2;105826;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;2;6
105826.7880.3;105826;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;3;8
105826.7880.4;105826;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;4;10
105826.7880.5;105826;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;5;12
105826.7880.6;105826;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;6;14
105826.7880.7;105826;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;7;16
105756.6101.1;105756;CONJUNTO FEM.;6101;MARINHO 19-4025;1;1
105756.6101.2;105756;CONJUNTO FEM.;6101;MARINHO 19-4025;2;2
105756.6101.3;105756;CONJUNTO FEM.;6101;MARINHO 19-4025;3;3
105756.6101.4;105756;CONJUNTO FEM.;6101;MARINHO 19-4025;4;4
105756.6101.5;105756;CONJUNTO FEM.;6101;MARINHO 19-4025;5;6
105756.6101.6;105756;CONJUNTO FEM.;6101;MARINHO 19-4025;6;8
105711.4372.1;105711;VESTIDO C/ CALCINHA;4372;VERMELHO;1;P
105711.4372.2;105711;VESTIDO C/ CALCINHA;4372;VERMELHO;2;M
105711.4372.3;105711;VESTIDO C/ CALCINHA;4372;VERMELHO;3;G
105711.4372.4;105711;VESTIDO C/ CALCINHA;4372;VERMELHO;4;GG
105711.4372.5;105711;VESTIDO C/ CALCINHA;4372;VERMELHO;5;1
105711.4372.6;105711;VESTIDO C/ CALCINHA;4372;VERMELHO;6;2
105711.4372.7;105711;VESTIDO C/ CALCINHA;4372;VERMELHO;7;3
105711.4372.8;105711;VESTIDO C/ CALCINHA;4372;VERMELHO;8;4
105711.4372.9;105711;VESTIDO C/ CALCINHA;4372;VERMELHO;9;6
105711.4372.10;105711;VESTIDO C/ CALCINHA;4372;VERMELHO;10;8
105711.4842.1;105711;VESTIDO C/ CALCINHA;4842;MELANCIA 17-1929;1;P
105711.4842.2;105711;VESTIDO C/ CALCINHA;4842;MELANCIA 17-1929;2;M
105711.4842.3;105711;VESTIDO C/ CALCINHA;4842;MELANCIA 17-1929;3;G
105711.4842.4;105711;VESTIDO C/ CALCINHA;4842;MELANCIA 17-1929;4;GG
105711.4842.5;105711;VESTIDO C/ CALCINHA;4842;MELANCIA 17-1929;5;1
105711.4842.6;105711;VESTIDO C/ CALCINHA;4842;MELANCIA 17-1929;6;2
105711.4842.7;105711;VESTIDO C/ CALCINHA;4842;MELANCIA 17-1929;7;3
105711.4842.8;105711;VESTIDO C/ CALCINHA;4842;MELANCIA 17-1929;8;4
105711.4842.9;105711;VESTIDO C/ CALCINHA;4842;MELANCIA 17-1929;9;6
105711.4842.10;105711;VESTIDO C/ CALCINHA;4842;MELANCIA 17-1929;10;8
105711.5448.1;105711;VESTIDO C/ CALCINHA;5448;ROXO CLARO 17-3014;1;P
105711.5448.2;105711;VESTIDO C/ CALCINHA;5448;ROXO CLARO 17-3014;2;M
105711.5448.3;105711;VESTIDO C/ CALCINHA;5448;ROXO CLARO 17-3014;3;G
105711.5448.4;105711;VESTIDO C/ CALCINHA;5448;ROXO CLARO 17-3014;4;GG
105711.5448.5;105711;VESTIDO C/ CALCINHA;5448;ROXO CLARO 17-3014;5;1
105711.5448.6;105711;VESTIDO C/ CALCINHA;5448;ROXO CLARO 17-3014;6;2
105711.5448.7;105711;VESTIDO C/ CALCINHA;5448;ROXO CLARO 17-3014;7;3
105711.5448.8;105711;VESTIDO C/ CALCINHA;5448;ROXO CLARO 17-3014;8;4
105711.5448.9;105711;VESTIDO C/ CALCINHA;5448;ROXO CLARO 17-3014;9;6
105711.5448.10;105711;VESTIDO C/ CALCINHA;5448;ROXO CLARO 17-3014;10;8
105860.6101.1;105860;CONJUNTO PIJAMA MASC.;6101;MARINHO 19-4025;1;1
105860.6101.2;105860;CONJUNTO PIJAMA MASC.;6101;MARINHO 19-4025;2;2
105860.6101.3;105860;CONJUNTO PIJAMA MASC.;6101;MARINHO 19-4025;3;3
105860.6101.4;105860;CONJUNTO PIJAMA MASC.;6101;MARINHO 19-4025;4;4
105860.6101.5;105860;CONJUNTO PIJAMA MASC.;6101;MARINHO 19-4025;5;6
105860.6101.6;105860;CONJUNTO PIJAMA MASC.;6101;MARINHO 19-4025;6;8
105860.7954.1;105860;CONJUNTO PIJAMA MASC.;7954;VERDE BOTANICA 17-6219;1;1
105860.7954.2;105860;CONJUNTO PIJAMA MASC.;7954;VERDE BOTANICA 17-6219;2;2
105860.7954.3;105860;CONJUNTO PIJAMA MASC.;7954;VERDE BOTANICA 17-6219;3;3
105860.7954.4;105860;CONJUNTO PIJAMA MASC.;7954;VERDE BOTANICA 17-6219;4;4
105860.7954.5;105860;CONJUNTO PIJAMA MASC.;7954;VERDE BOTANICA 17-6219;5;6
105860.7954.6;105860;CONJUNTO PIJAMA MASC.;7954;VERDE BOTANICA 17-6219;6;8
105706.1197.1;105706;VESTIDO;1197;TURQUESA KYLY;1;P
105706.1197.2;105706;VESTIDO;1197;TURQUESA KYLY;2;M
